jittered_title,seed_title,onet_code,onet_name
Experienced Wire Mill Operator Wanted - Day Shift - $25-$30/hour,Wire Mill Operator,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
Wire Mill Operator - Night Shift - $20-$25/hour + Shift Differential,Wire Mill Operator,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
Wire Drawing Machine Operator - Wire Mill Department - Union Position,Wire Mill Operator,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
Construction Safety Consultant - OSHA 30 Hour Certification Required,Construction Safety Consultant,19-5012.00,Occupational Health and Safety Technicians
Senior Construction Safety Consultant - Heavy Civil Experience Preferred,Construction Safety Consultant,19-5012.00,Occupational Health and Safety Technicians
Construction Safety Consultant (Part-Time) - Flexible Schedule,Construction Safety Consultant,19-5012.00,Occupational Health and Safety Technicians
Construction Site Safety Consultant - Competitive Salary & Benefits Package,Construction Safety Consultant,19-5012.00,Occupational Health and Safety Technicians
Safety Consultant - Construction Industry Expertise - Travel Required (Up to 50%),Construction Safety Consultant,19-5012.00,Occupational Health and Safety Technicians
Luxury Hotel Concierge - High-End Customer Service Experience Required,Hotel Concierge,39-6012.00,Concierges
"Hotel Concierge - Part-Time, Weekend Shifts - $15-$18/hour",Hotel Concierge,39-6012.00,Concierges
Lead Concierge - 5-Star Hotel - Excellent Communication Skills,Hotel Concierge,39-6012.00,Concierges
Concierge Agent - Hotel Front Desk - Multilingual Preferred,Hotel Concierge,39-6012.00,Concierges
Guest Services Concierge - Boutique Hotel - Competitive Salary & Tips,Hotel Concierge,39-6012.00,Concierges
Cytogenetics Clinical Laboratory Specialist (CG CLSp) - Molecular Genetics,Cytogenetics Clinical Laboratory Specialist (CG CLSp),29-2011.01,Cytogenetic Technologists
Clinical Laboratory Specialist - Cytogenetics (CG CLS) - Day Shift,Cytogenetics Clinical Laboratory Specialist (CG CLSp),29-2011.01,Cytogenetic Technologists
Senior Cytogenetics Clinical Laboratory Specialist - FISH Experience Required,Cytogenetics Clinical Laboratory Specialist (CG CLSp),29-2011.01,Cytogenetic Technologists
"Cytogenetics Laboratory Specialist - Clinical Research Setting - $60,000-$80,000/year",Cytogenetics Clinical Laboratory Specialist (CG CLSp),29-2011.01,Cytogenetic Technologists
CG CLSp Certified Cytogenetics Clinical Laboratory Specialist - Pediatric Hospital,Cytogenetics Clinical Laboratory Specialist (CG CLSp),29-2011.01,Cytogenetic Technologists
Family Practice Certified Advanced Registered Nurse Practitioner (ARNP) - Rural Health,Family Practice Certified Advanced Registered Nurse Practitioner,29-1171.00,Nurse Practitioners
"Certified Advanced Registered Nurse Practitioner - Family Medicine (FT) - $110,000-$130,000/year",Family Practice Certified Advanced Registered Nurse Practitioner,29-1171.00,Nurse Practitioners
ARNP - Family Practice - Outpatient Clinic Setting - Competitive Benefits,Family Practice Certified Advanced Registered Nurse Practitioner,29-1171.00,Nurse Practitioners
Advanced Registered Nurse Practitioner - Family Health - PRN (As Needed),Family Practice Certified Advanced Registered Nurse Practitioner,29-1171.00,Nurse Practitioners
Family Nurse Practitioner - Certified (FNP-C) - Community Health Center - Bilingual Preferred,Family Practice Certified Advanced Registered Nurse Practitioner,29-1171.00,Nurse Practitioners
Neuropathology Faculty Position - Academic Medical Center,Neuropathologist,29-1222.00,"Physicians, Pathologists"
Senior Neuropathologist - National Laboratory Network,Neuropathologist,29-1222.00,"Physicians, Pathologists"
Neuropathologist Opportunity - Brain Bank Research,Neuropathologist,29-1222.00,"Physicians, Pathologists"
Staff Neuropathologist - Hospital Setting (Full-Time),Neuropathologist,29-1222.00,"Physicians, Pathologists"
Neuropathology Specialist - Private Practice (Partnership Track),Neuropathologist,29-1222.00,"Physicians, Pathologists"
Licensed Clinical Massage Therapist - Outpatient Rehab,Clinical Massage Therapist,31-9011.00,Massage Therapists
Clinical Massage Therapist (CMT) - Sports Medicine Clinic,Clinical Massage Therapist,31-9011.00,Massage Therapists
Massage Therapy Instructor - Clinical Setting (Part-Time),Clinical Massage Therapist,31-9011.00,Massage Therapists
Clinical Massage Therapist Wanted - Chiropractic Office (Flexible Hours),Clinical Massage Therapist,31-9011.00,Massage Therapists
Certified Clinical Massage Therapist - Integrative Health Center,Clinical Massage Therapist,31-9011.00,Massage Therapists
Oncology RN - Infusion Center (Per Diem) - $55-$70/hour,Oncology RN (Oncology Registered Nurse),29-1141.00,Registered Nurses
Registered Nurse (RN) - Oncology/Bone Marrow Transplant Unit,Oncology RN (Oncology Registered Nurse),29-1141.00,Registered Nurses
Oncology RN Case Manager - Home Health Care,Oncology RN (Oncology Registered Nurse),29-1141.00,Registered Nurses
Pediatric Oncology RN - Children's Hospital (Night Shift),Oncology RN (Oncology Registered Nurse),29-1141.00,Registered Nurses
Oncology RN Navigator - Cancer Center (Full-Time),Oncology RN (Oncology Registered Nurse),29-1141.00,Registered Nurses
Alarm Technician - Commercial Security Systems (Entry-Level),Alarm Technician,49-2098.00,Security and Fire Alarm Systems Installers
Senior Alarm Technician - Fire Alarm Inspection & Testing,Alarm Technician,49-2098.00,Security and Fire Alarm Systems Installers
Alarm Technician (Low Voltage) - Residential Security,Alarm Technician,49-2098.00,Security and Fire Alarm Systems Installers
Alarm Installation Technician - Home Security Company (Commission-Based),Alarm Technician,49-2098.00,Security and Fire Alarm Systems Installers
Field Alarm Technician - Industrial Security Systems (Travel Required),Alarm Technician,49-2098.00,Security and Fire Alarm Systems Installers
Bakery Manager - High-Volume Production Facility,Bakery Manager,41-1011.00,First-Line Supervisors of Retail Sales Workers
Assistant Bakery Manager - Retail Bakery Cafe,Bakery Manager,41-1011.00,First-Line Supervisors of Retail Sales Workers
Bakery Department Manager - Grocery Store Chain,Bakery Manager,41-1011.00,First-Line Supervisors of Retail Sales Workers
Certified Bakery Manager - Wholesale Bakery (Food Safety Expertise),Bakery Manager,41-1011.00,First-Line Supervisors of Retail Sales Workers
Bakery Manager - Luxury Hotel (Fine Dining Experience),Bakery Manager,41-1011.00,First-Line Supervisors of Retail Sales Workers
RV Repair Technician - Travel Trailer Specialist,RV Repair Technician (Recreational Vehicle Repair Technician),49-3092.00,Recreational Vehicle Service Technicians
Recreational Vehicle (RV) Repair Tech - Master Technician,RV Repair Technician (Recreational Vehicle Repair Technician),49-3092.00,Recreational Vehicle Service Technicians
RV Technician Wanted - Luxury Motorcoach Experience a Plus,RV Repair Technician (Recreational Vehicle Repair Technician),49-3092.00,Recreational Vehicle Service Technicians
Lead RV Repair Technician - Shop Foreman,RV Repair Technician (Recreational Vehicle Repair Technician),49-3092.00,Recreational Vehicle Service Technicians
Mobile RV Repair Technician - Servicing Southern California,RV Repair Technician (Recreational Vehicle Repair Technician),49-3092.00,Recreational Vehicle Service Technicians
Assisted Living Resident Care Supervisor - Overnight Shift,Resident Care Supervisor,39-1022.00,First-Line Supervisors of Personal Service Workers
Resident Care Supervisor - Memory Care Community,Resident Care Supervisor,39-1022.00,First-Line Supervisors of Personal Service Workers
Health Services Resident Care Supervisor - RN or LPN,Resident Care Supervisor,39-1022.00,First-Line Supervisors of Personal Service Workers
Resident Care Supervisor - Skilled Nursing Facility (SNF),Resident Care Supervisor,39-1022.00,First-Line Supervisors of Personal Service Workers
Senior Resident Care Supervisor - Director of Care Services,Resident Care Supervisor,39-1022.00,First-Line Supervisors of Personal Service Workers
Sewer Inspector - CCTV Pipe Inspection,Sewer,51-6031.00,Sewing Machine Operators
Wastewater Collection System Sewer Maintenance,Sewer,51-6031.00,Sewing Machine Operators
Sewer Rehabilitation Technician - Trenchless Technology,Sewer,51-6031.00,Sewing Machine Operators
Combined Sewer Overflow (CSO) Project - Construction Laborer,Sewer,51-6031.00,Sewing Machine Operators
Sewer Department Laborer - Entry-Level Position Available,Sewer,51-6031.00,Sewing Machine Operators
Cytotechnologist - GYN Cytology Specialist,Cytotechnologist,29-2011.02,Cytotechnologists
Certified Cytotechnologist - Laboratory Professional,Cytotechnologist,29-2011.02,Cytotechnologists
Cytotechnologist - Molecular Diagnostics Experience Preferred,Cytotechnologist,29-2011.02,Cytotechnologists
Senior Cytotechnologist - Quality Control & Assurance,Cytotechnologist,29-2011.02,Cytotechnologists
Cytotechnologist - Night Shift Opportunity in Busy Hospital Lab,Cytotechnologist,29-2011.02,Cytotechnologists
Outside Maintenance Worker - Groundskeeper,Outside Maintenance Worker,37-3011.00,Landscaping and Groundskeeping Workers
Maintenance Worker - Outdoor Facilities (Full-Time),Outside Maintenance Worker,37-3011.00,Landscaping and Groundskeeping Workers
Outside Maintenance Worker - Landscaping & Snow Removal,Outside Maintenance Worker,37-3011.00,Landscaping and Groundskeeping Workers
"General Maintenance Worker - Outside Services (PT, Seasonal)",Outside Maintenance Worker,37-3011.00,Landscaping and Groundskeeping Workers
"Facilities Outside Maintenance Worker - Equipment Operator (Tractor, Mower)",Outside Maintenance Worker,37-3011.00,Landscaping and Groundskeeping Workers
"Coat Check Attendant - Part-Time, Luxury Hotel Downtown",Coat Check Attendant,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
Seasonal Coat Check Attendant Wanted - High-End Department Store,Coat Check Attendant,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
Coat Check & Customer Service Representative - Ski Resort,Coat Check Attendant,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
Overnight Coat Check Attendant - Exclusive Nightclub,Coat Check Attendant,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
Coat Check Attendant (Weekends Only) - Upscale Event Venue,Coat Check Attendant,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
Eligibility Specialist - Medicaid & CHIP Programs,Eligibility Specialist,43-4061.00,"Eligibility Interviewers, Government Programs"
Senior Eligibility Specialist - Benefits Administration,Eligibility Specialist,43-4061.00,"Eligibility Interviewers, Government Programs"
Eligibility Specialist (Bilingual) - Social Services Department,Eligibility Specialist,43-4061.00,"Eligibility Interviewers, Government Programs"
Eligibility Specialist - Worker's Compensation Claims,Eligibility Specialist,43-4061.00,"Eligibility Interviewers, Government Programs"
Eligibility & Enrollment Specialist - Healthcare Insurance Company,Eligibility Specialist,43-4061.00,"Eligibility Interviewers, Government Programs"
Deputy Sheriff - Patrol Division (Entry-Level),Deputy Sheriff,33-3051.00,Police and Sheriff's Patrol Officers
Senior Deputy Sheriff - K9 Unit & SWAT Team,Deputy Sheriff,33-3051.00,Police and Sheriff's Patrol Officers
Deputy Sheriff (Lateral Transfer) - Jail Operations,Deputy Sheriff,33-3051.00,Police and Sheriff's Patrol Officers
Deputy Sheriff - Court Services & Transport (Full-Time),Deputy Sheriff,33-3051.00,Police and Sheriff's Patrol Officers
Deputy Sheriff - Marine Patrol & Search/Rescue Unit (Seasonal),Deputy Sheriff,33-3051.00,Police and Sheriff's Patrol Officers
Television News Reporter - Morning Show (Live Shot Experience),Television News Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
Investigative Television News Reporter - Award-Winning Team,Television News Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
Weekend Television News Reporter - Sports & Weather,Television News Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
Television News Reporter (General Assignment) - Top-Rated Station,Television News Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
Freelance Television News Reporter - National News Network (Contract),Television News Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
Regulatory Services Consultant - Financial Institutions (Compliance),Regulatory Services Consultant,13-1041.07,Regulatory Affairs Specialists
Senior Regulatory Services Consultant - Environmental Policy,Regulatory Services Consultant,13-1041.07,Regulatory Affairs Specialists
Regulatory Services Consultant (Life Sciences) - FDA Compliance,Regulatory Services Consultant,13-1041.07,Regulatory Affairs Specialists
Regulatory Services Consultant - Energy & Utilities (NRC Experience),Regulatory Services Consultant,13-1041.07,Regulatory Affairs Specialists
Regulatory Services Consultant (Contract) - IT & Cybersecurity Risk Management,Regulatory Services Consultant,13-1041.07,Regulatory Affairs Specialists
Geographic Information System (GIS) Analyst - Transportation Planning,Geographic Information System Analyst (GIS Analyst),15-1299.02,Geographic Information Systems Technologists and Technicians
Senior GIS Analyst - Environmental Consulting Firm,Geographic Information System Analyst (GIS Analyst),15-1299.02,Geographic Information Systems Technologists and Technicians
GIS Analyst (Full-Time) - Urban Planning & Development,Geographic Information System Analyst (GIS Analyst),15-1299.02,Geographic Information Systems Technologists and Technicians
